Word	Match	Lexicality	Old20	Old20_Diff	Overlap_Ratio	Maxdeviation	Summed_Deviation	Maxdeviation_Transition
:s:p:{:n	spt$	N	2.0	0.55	3/5	-16	39	_s[pt]_
:s:p:{:n	skl$	N	1.85	0.4	2/5	51	112	_[sk]l_
:k:Q:n::d:I:t	kQnpIt	N	2.0	0.1	7/8	-51	100	_kQn[pI]t_
:k:Q:n::d:I:t	kQnfUt	N	2.6	0.7	3/4	-126	299	_kQn[f]Ut_
:s:p:{:t	spQm	N	1.8	0.6	3/5	-3	8	_sp[Qm]I
:s:p:{:t	spQn	N	1.5	0.3	3/5	8	14	_sp[Qn]
:$::J:@:d	$J@s	N	1.95	0.1	5/6	-2	4	__J[@s]
:$::J:@:d	$JIt	N	1.85	0.0	2/3	-3	6	__J[It]
:p:{:n::z:I	p{n_@	N	1.95	0.15	5/7	25	52	_p{n[_]@R
:p:{:n::z:I	p{n_I	N	1.9	0.1	6/7	25	46	_p{n[_]I_
:h:{::d:@:k	h{d@z	N	1.95	0.3	6/7	-7	12	_h{d@[z_]
:h:{::d:@:k	h{d@t	N	1.95	0.3	6/7	12	14	_h{d@[t@]
:r:Q::l:I:k	rQlI_	N	1.85	0.15	6/7	-62	75	_rQlI[__]
:r:Q::l:I:k	rQlIz	N	1.95	0.25	6/7	-56	63	_rQl[Iz]_
:s:I::b:@:l	sIbIl	N	1.95	0.05	6/7	-29	49	_sIb[Il]_
:s:I::b:@:l	sIbIk	N	1.9	0.0	5/7	26	72	_sIb[Ik]
:t:5:t	t#v	N	1.65	0.7	1/2	-15	40	_[t#]v@
:t:5:t	tuv	N	1.65	0.7	1/2	-15	39	_[tu]v@
:t:5:k	tin	N	1.0	0.05	1/2	8	18	_t[in]_
:t:5:k	t$d	N	1.05	0.1	1/2	-8	15	_t_[d_]
:t:5:l	t1n	N	1.0	0.05	1/2	16	33	_t1[nd]
:t:5:l	tVl	N	1.0	0.05	3/4	11	14	_[tV]l_
:t:5:m	tip	N	1.0	0.05	1/2	4	8	_[ti]p_
:t:5:m	tis	N	1.25	0.3	1/2	4	11	_[ti]s_
:t:5:n	tin	N	1.0	0.05	3/4	4	6	_[ti]n_
:t:5:n	t#k	N	1.0	0.05	1/2	-15	29	_[t#]k_
:t:5:d	t$d	N	1.05	0.1	3/4	4	5	_[t_]d_
:t:5:d	tid	N	1.0	0.05	3/4	8	12	_t[id]_
:j:9::r:I:n	#JnIn	N	2.7	0.85	4/7	-28	93	_[#]JnIn_
:j:9::r:I:n	#JrIn	N	2.5	0.65	5/7	-28	56	_[#]JrIn_
:n:I:k	{kr	N	1.9	0.95	1/4	-30	85	_[{k]rI
:n:I:k	{lV	N	1.7	0.75	1/4	-29	87	_[{l]V
:r:{:n::s:@:m	r{ns@s	N	2.4	0.45	7/8	18	20	_r{ns[@s]
:r:{:n::s:@:m	bQns$t	N	2.6	0.65	1/2	-64	261	_bQns[_t]@
:n:I:l	{lV	N	1.7	0.75	1/4	-29	63	_[{l]V
:n:I:l	{l1	N	1.15	0.2	1/4	31	107	_{l[1]
:n:I:b	n2p	N	1.25	0.25	1/2	-14	30	_n2[pr]
:n:I:b	n2b	N	1.5	0.5	3/4	-9	17	_n[2b]_
:k:r:V:m::p:I:t	k{mppIt	N	2.9	0.6	2/3	14	48	_k{[mp]pIt_
:k:r:V:m::p:I:t	krulpIt	N	2.8	0.5	7/9	-30	65	_kru[l]pIt_
:n:I:p	n2l	N	1.0	0.05	1/2	-15	35	_n[2l]I
:n:I:p	nEm	N	1.4	0.45	1/2	-12	20	_[nE]m_
:p:5::m:{:n::d:@:R	p5mQnm@R	N	3.85	1.05	9/11	-27	89	_p5m[Qn]m@R_
:p:5::m:{:n::d:@:R	p5mQnd@R	N	3.0	0.2	10/11	-27	44	_p5m[Qn]d@R_
:n:I:t	{k{	N	1.9	0.95	1/4	-30	68	_[{k]{n
:n:I:t	{kV	N	1.9	0.95	1/4	-30	99	_[{k]V
:m:1:d	m2b	N	1.6	0.65	1/2	-8	16	_m[2b]
:m:1:d	m#b	N	1.35	0.4	1/2	7	14	_[m#]b
:m:1:k	m#n	N	1.0	0.05	1/2	7	19	_[m#]n_
:m:1:k	r5k	N	1.0	0.05	1/2	15	28	_[r5]k_
:_:1:p	_2p	N	1.55	0.3	3/4	2	2	__[2p]_
:_:1:p	_2$	N	1.85	0.6	1/2	2	3	__2[_]
:m:1:m	m#s	N	1.0	0.05	1/2	7	12	_[m#]s_
:m:1:m	m5s	N	1.05	0.1	1/2	5	12	_[m5]s_
:m:1:l	r2n	N	1.0	0.05	1/4	-17	59	_[r2]nd
:m:1:l	rQg	N	1.0	0.05	1/4	-22	56	_[rQ]g
:m:1:n	rVl	N	1.0	0.05	1/4	14	37	_r[Vl]_
:m:1:n	r2n	N	1.0	0.05	1/2	-22	52	_r[2n]_
:d:r:I:l	drIk	N	1.45	0.15	4/5	-4	7	_drI[kQ]
:d:r:I:l	drIf	N	1.8	0.5	4/5	-14	22	_dr[If]@
:m:1:s	rVs	N	1.0	0.05	1/2	-13	28	_[r]Vs_
:m:1:s	r5s	N	1.05	0.1	1/2	15	41	_[r5]s_
:m:1:t	m#n	N	1.0	0.05	1/2	7	17	_[m#]nd
:m:1:t	rVv	N	1.1	0.15	1/4	-13	43	_[r]Vv@
:m:1:z	miz	N	1.1	0.15	3/4	-4	4	_[mi]z_
:m:1:z	m2z	N	1.3	0.35	3/4	7	8	_[m2]z_
:T:6::z:H:d	$gzHd	N	2.85	0.15	5/7	-4	7	__[g]zHd_
:T:6::z:H:d	$gz{d	N	2.85	0.15	4/7	-4	11	__[g]z{d_
:S:{::k:P	S{ks	N	1.45	-0.15	5/6	-16	22	_S{[ks]t
:S:{::k:P	S{k{	N	1.85	0.25	5/6	-19	23	_S{k[{]
:@::t:{:k	@t1t	N	1.8	0.15	2/3	-3	6	_@[t1]t
:@::t:{:k	@t{n	N	1.65	0.0	5/6	-4	4	_@t[{n]@
:s:p:r:I:N::k:P	sprINks	N	2.55	0.05	8/9	-2	2	_sprIN[ks]t
:s:p:r:I:N::k:P	spl$lkP	N	3.75	1.25	2/3	-32	60	_spl[_l]kP_
:{:k::m:I	{mmI	N	1.95	0.1	5/6	-11	18	_{[m]mI_
:{:k::m:I	{km@	N	1.9	0.05	5/6	-43	84	_{k[m@]R
:k:Q::s:t:j:U:m	kQstjUt	N	3.0	-0.1	8/9	-7	13	_kQstj[Ut]r
:k:Q::s:t:j:U:m	kQstjUk	N	3.35	0.25	8/9	6	11	_kQstjU[k@]
:@::t:{:J	@t3_	N	1.95	0.1	2/3	-2	4	_@t[3_]_
:@::t:{:J	@t3m	N	1.85	0.0	2/3	-2	5	_@t[3m]j
:w:Q::b:P	wQbr	N	1.95	0.5	5/6	7	8	_wQ[br]I
:w:Q::b:P	nQbr	N	1.85	0.4	2/3	-23	51	_[n]QbrI
:$::d:1:n	$dsj	N	2.6	0.75	2/3	-2	4	__[ds]j9
:$::d:1:n	$d1t	N	1.75	-0.1	5/6	-4	5	__d1[t{]
:k:I::J:I:n	kIIpI	N	1.95	0.1	4/7	-32	64	_kIIp[Is]
:k:I::J:I:n	kIIkI	N	1.9	0.05	4/7	-32	50	_kIIk[Is]
:g:r:Q::t:5	grQtP	N	1.7	-0.1	6/7	-7	12	_grQt[P]
:g:r:Q::t:5	grQt6	N	1.85	0.05	6/7	-26	44	_grQ[t6]n
:v:@::l:i:z	v@lil	N	2.35	0.1	6/7	2	2	_v@l[il]
:v:@::l:i:z	v@lQl	N	2.5	0.25	5/7	6	9	_v@l[Ql]
:b:Q::t:@:m	bQt@$	N	1.95	0.05	6/7	-23	28	_bQt@[_]
:b:Q::t:@:m	bitI_	N	1.95	0.05	4/7	-53	184	_b[i]tI__
:S:{::k:5	S{kj	N	1.85	0.2	5/6	15	17	_S{[kj]@
:S:{::k:5	S{ks	N	1.45	-0.2	5/6	-22	30	_S{[ks]_
:{:d::m:@::r:@:l	{dm@r@m	N	2.8	0.2	9/10	-6	12	_{dm@r[@m]@
:{:d::m:@::r:@:l	{lm@r@m	N	2.9	0.3	4/5	30	57	_{[l]m@r@m@
:m:{:n::h:{::t:H	m{nh{tP	N	3.2	-0.25	9/10	8	12	_m{nh{[tP]_
:m:{:n::h:{::t:H	m{n_{ts	N	3.55	0.1	4/5	-15	27	_m{n_{t[s]
:p:r:i:s:t	prilI	N	1.9	0.1	2/3	-6	8	_pr[il]Is
:p:r:i:s:t	prElI	N	1.95	0.15	1/2	-26	50	_p[rE]lIn
:_:I:N::g:P	_INvP	N	2.2	0.75	6/7	16	26	__IN[v]P_
:_:I:N::g:P	_INv1	N	2.85	1.4	5/7	16	41	__IN[v]1
:m:6:n:t	r6nt	N	1.6	-0.05	4/5	-16	32	_r6n[t]
:m:6:n:t	b2nt	N	1.75	0.1	3/5	64	175	_[b2]nt_
:j:5:k	j#k	N	1.3	-0.05	3/4	-2	3	_j[#k]_
:j:5:k	jik	N	1.35	0.0	3/4	-2	3	_[ji]k_
:m:6:n:d	rVnd	N	1.5	0.15	3/5	61	144	_rVn[d@]
:m:6:n:d	m1nd	N	1.4	0.05	4/5	61	156	_m1n[d@]
:s:1::b:P	s1br	N	1.95	0.45	5/6	7	8	_s1[br]I
:s:1::b:P	s#vQ	N	2.0	0.5	1/2	-62	234	_s[#]vQ
:{::v:@::l:#:n:J	{v@l4ts	N	3.75	0.15	7/10	-2	5	_{v@l[4t]sj
:{::v:@::l:#:n:J	{v@l4tQ	N	3.85	0.25	7/10	-2	6	_{v@l[4t]QJ
:w:Q::l:I:t	nQlIt	N	1.9	0.0	6/7	-23	43	_[n]QlIt_
:w:Q::l:I:t	wilIt	N	1.9	0.0	6/7	-53	97	_w[i]lIt_
:s:k:V:f	skVg	N	1.6	0.45	4/5	2	3	_sk[Vg]I
:s:k:V:f	skVk	N	1.6	0.45	4/5	-6	9	_skV[kQ]
:h:{::r:@:s	h{r@d	N	1.85	0.0	6/7	-25	39	_h{r[@d]_
:h:{::r:@:s	hEr@d	N	1.85	0.0	5/7	31	85	_h[E]r@d_
:E:l::d:@:R	Egd@R	N	1.95	0.2	6/7	-7	11	_E[g]d@R_
:E:l::d:@:R	Egn@R	N	2.0	0.25	5/7	18	34	_Eg[n]@R_
:_:I:N::g:5	_INg1	N	2.1	0.4	6/7	-7	9	__IN[g1]_
:_:I:N::g:5	_INgl	N	1.9	0.2	6/7	7	9	__IN[gl]1
:k:{::n:j:@:n	k{dj@n	N	2.4	0.55	7/8	-26	64	_k{[dj]@n
:k:{::n:j:@:n	k{nd@n	N	1.85	0.0	7/8	30	79	_k{n[d@]n
:h:{::N:@:R	h{Z@R	N	1.8	0.1	6/7	14	16	_h{[Z]@R_
:h:{::N:@:R	h{j@R	N	1.85	0.15	6/7	9	13	_h{[j@]R_
:t:{:n::d:@:m	t{nk@m	N	2.25	0.4	7/8	12	19	_t{n[k@]m_
:t:{:n::d:@:m	t{nk@s	N	2.65	0.8	3/4	18	39	_t{nk[@s]
:k:Q:n::t:r:2:t	kQntrQt	N	2.55	0.2	8/9	-8	10	_kQntr[Qt]_
:k:Q:n::t:r:2:t	kQntrit	N	2.5	0.15	8/9	-5	6	_kQntr[it]_
:v:@::r:Q::n:I::k:@	v@r{nIk@	N	3.35	0.5	11/12	-6	9	_v@[r{]nIk@_
:v:@::r:Q::n:I::k:@	v@nQnIbP	N	3.7	0.85	3/4	-30	92	_v@nQnIb[Pd]
:p:5::I:t	p5Ip	N	1.8	0.05	5/6	-5	5	_p5I[p@]
:p:5::I:t	p5hI	N	1.85	0.1	2/3	-7	10	_p5[hI]s
:p:r:Q:d	prEg	N	1.8	0.4	3/5	-29	40	_prE[g@]
:p:r:Q:d	prEz	N	1.75	0.35	3/5	-26	38	_prE[zI]
:s:p:r:2:t	spIkt	N	1.85	0.25	2/3	-2	4	_s[pI]kt_
:s:p:r:2:t	spr@m	N	1.95	0.35	2/3	3	8	_sp[r@]m@
:p:r:Q:m	prQt	N	1.45	0.05	4/5	1	1	_pr[Qt]3
:p:r:Q:m	prQg	N	1.6	0.2	4/5	2	3	_prQ[gr]
:{::f:I::d:1::v:I:t	{fIdQvIt	N	3.9	0.1	11/12	-2	3	_{fId[Q]vIt_
:{::f:I::d:1::v:I:t	{fId1vHt	N	4.1	0.3	11/12	4	4	_{fId1v[Ht]_
:p:r:Q:p	prQg	N	1.6	0.15	4/5	5	8	_prQ[g@]
:p:r:Q:p	prEg	N	1.8	0.35	3/5	-12	26	_pr[Eg]@
:n:j:u	nIs	N	1.0	-0.15	1/2	60	96	_n[Is]l
:n:j:u	nQn	N	1.0	-0.15	1/2	-41	68	_n[Qn]i
:p:5::I:m	p5Id	N	1.9	0.1	5/6	2	4	_p5[Id]P
:p:5::I:m	p5hE	N	2.05	0.25	2/3	-2	5	_p5[h]Em
:b:{:n::d:I:t	b{npIt	N	2.45	0.7	7/8	-51	100	_b{n[pI]t_
:b:{:n::d:I:t	mEnpIt	N	2.45	0.7	5/8	-51	217	_mEn[pI]t_
:r:#::D:@:R	r#w@R	N	1.95	0.15	6/7	-24	34	_r#[w@]R_
:r:#::D:@:R	r#T@R	N	1.95	0.15	6/7	-50	67	_r#[T@]R_
:p:l:1:n	plIl	N	1.95	0.55	3/5	7	14	_p[lI]l
:p:l:1:n	plIk	N	1.6	0.2	3/5	7	18	_p[lI]kw
:s:w:I::v:P	swIgu	N	2.0	0.25	5/7	-16	43	_swI[g]u
:s:w:I::v:P	swIg{	N	2.0	0.25	5/7	-16	27	_swI[g]{
:p:l:1:g	pl1_	N	1.65	0.05	4/5	2	4	_pl[1_]_
:p:l:1:g	pl1v	N	1.6	0.0	4/5	8	14	_pl[1v]1
:p:r:Q:N	prQb	N	1.6	0.05	4/5	-4	8	_pr[Qb]i
:p:r:Q:N	prQl	N	1.6	0.05	4/5	-8	12	_pr[Ql]8
:p:l:1:s	pl1k	N	1.5	0.0	4/5	4	6	_pl1[k_]
:p:l:1:s	pl1d	N	1.45	-0.05	4/5	8	9	_pl1[d_]
:h:7:R	hun	N	1.05	0.1	1/2	4	7	_[hu]nt
:h:7:R	h@k	N	1.55	0.6	1/2	-7	13	_h[@k]s
:_:V:_	_{v	N	1.6	-0.05	1/2	-8	14	_[_{]v_
:_:V:_	_{f	N	1.65	0.0	1/2	-8	10	_[_{]ft
:p:$::t:r:1:t	pVtr5t	N	2.8	0.35	3/4	30	94	_pVt[r5]t_
:p:$::t:r:1:t	pVtrEt	N	2.9	0.45	3/4	26	88	_pVt[rE]t_
:s:E::t:i	sEts	N	1.7	0.0	5/6	-3	4	_sE[ts]2
:s:E::t:i	sEt2	N	1.8	0.1	5/6	-4	8	_sE[t2]t
:f:I:N:k	fImp	N	1.8	0.5	3/5	-31	65	_fI[mp]I
:f:I:N:k	fIld	N	1.45	0.15	3/5	-28	35	_fI[ld]_
:Q::f:@:R	Qb@R	N	1.65	-0.1	5/6	5	6	_Q[b]@R_
:Q::f:@:R	Qfl{	N	2.0	0.25	2/3	-12	26	_Qf[l{]n
:s:E::t:P	sEt{	N	1.85	0.4	5/6	-26	45	_sE[t{]
:s:E::t:P	sEtQ	N	1.85	0.4	5/6	-53	69	_sE[tQ]
:d:V:n:s	d{kQ	N	2.0	0.35	2/5	-24	67	_[d{]kQ
:d:V:n:s	dVmQ	N	1.85	0.2	3/5	-25	59	_dV[mQ]
:r:E::k:I	m{kI	N	1.3	-0.35	2/3	-31	59	_m[{]kI_
:r:E::k:I	b{kl	N	1.9	0.25	1/2	-114	276	_b{[kl]I
:j:{::r:5	j{nj	N	2.0	0.45	2/3	-19	38	_j{[nj]@
:j:{::r:5	j{n$	N	2.0	0.45	2/3	-26	55	_j{[n_]
:s:t:r:5::f:I	str5dI	N	2.0	0.0	7/8	15	28	_str5[d]I_
:s:t:r:5::f:I	strQfI	N	1.9	-0.1	7/8	-29	37	_str[Q]fI_
:I:n::s:E:k:t	Ins@$t	N	2.25	0.6	3/4	-43	105	_Ins[@_]t_
:I:n::s:E:k:t	Ins@$R	N	2.55	0.9	5/8	-43	123	_Ins[@_]R_
:b:{:N::g:P	b{NvP	N	1.95	0.45	6/7	16	26	_b{N[v]P_
:b:{:N::g:P	b{Nv1	N	2.7	1.2	5/7	16	41	_b{N[v]1
:b:l:V:n:t	b{mIt	N	1.95	0.1	1/2	-16	43	_b[{m]It_
:b:l:V:n:t	b{mIp	N	2.0	0.15	1/3	-16	48	_b[{m]Ip@
:D:2:n	D{l	N	1.75	0.65	1/2	-3	6	_D{[l_]
:D:2:n	3kr	N	1.95	0.85	1/4	-13	26	_3k[rI]
:k:V:f	kVg	N	1.0	0.05	3/4	-8	11	_kV[g_]
:k:V:f	k5s	N	1.0	0.05	1/2	11	26	_k[5s]k
:k:V:d	k5g	N	1.35	0.4	1/2	14	31	_k5[g]
:k:V:d	k5b	N	1.2	0.25	1/2	-11	17	_k[5b]
:k:V:b	kVN	N	1.2	0.25	3/4	-30	33	_kV[N_]
:k:V:b	kVk	N	1.0	0.05	3/4	-29	43	_k[Vk]s
:E::d:I:t	EdIm	N	1.85	0.05	5/6	-2	4	_Ed[Im]@
:E::d:I:t	EdIp	N	1.85	0.05	5/6	-5	5	_EdI[p@]
:k:V:l	kVn	N	1.0	0.05	3/4	38	54	_k[Vn]d
:k:V:l	kVN	N	1.2	0.25	3/4	-50	93	_kV[Nk]
:k:V:m	kVn	N	1.0	0.05	3/4	-31	49	_kV[nt]
:k:V:m	kVN	N	1.2	0.25	3/4	-63	73	_k[VN]k
:r:#::g:@	r#zI	N	1.9	0.1	2/3	-15	30	_r#z[I_]
:r:#::g:@	b#zI	N	1.8	0.0	1/2	60	169	_[b]#zIv
:k:V:t	kVv	N	1.1	0.15	3/4	-16	26	_k[Vv]@
:k:V:t	kVk	N	1.0	0.05	3/4	-24	33	_kV[k_]
:k:V:s	kVN	N	1.2	0.25	3/4	11	17	_k[VN]k
:k:V:s	kVk	N	1.0	0.05	3/4	-24	39	_kV[ks]
:k:V:p	k5$	N	1.45	0.5	1/2	-5	8	_[k5]_
:k:V:p	kV$	N	1.5	0.55	3/4	-15	17	_k[V_]
:g:l:i:b	glEf	N	1.9	0.3	3/5	-1	1	_g[lE]fr
:g:l:i:b	glEb	N	1.75	0.15	4/5	-1	1	_g[lE]b_
:k:r:1::@:n	kr5@n	N	1.9	0.1	6/7	19	35	_kr[5]@n_
:k:r:1::@:n	kr2@n	N	1.9	0.1	6/7	23	43	_kr[2]@n_
:d:1::z:I	d#zI	N	1.75	0.15	5/6	-62	93	_d[#]zI_
:d:1::z:I	d#z@	N	2.0	0.4	2/3	-62	181	_d[#]z@R
:g:l:i:n	glEt	N	1.75	0.2	3/5	-4	8	_gl[Et]P
:g:l:i:n	glEk	N	1.9	0.35	3/5	4	7	_gl[Ek]Q
:s:k:I::r:@:l	skur@l	N	2.2	0.3	7/8	-22	25	_s[ku]r@l_
:s:k:I::r:@:l	skur@k	N	2.7	0.8	3/4	-41	87	_skur[@k]_
:b:u:t	b3t	N	1.0	0.05	3/4	5	8	_[b3]t_
:b:u:t	b3v	N	1.35	0.4	1/2	-15	30	_b[3v]@
:m:I::r:@:R	mId@R	N	1.65	-0.2	6/7	-52	87	_mI[d@]R_
:m:I::r:@:R	mIn@R	N	1.4	-0.45	6/7	-57	74	_mI[n@]R_
:s:t:#::l:I:N	st6lIN	N	1.9	0.2	7/8	-27	43	_s[t6]lIN_
:s:t:#::l:I:N	stTlIN	N	1.9	0.2	7/8	-30	60	_s[tT]lIN_
:b:u:n	b3l	N	1.0	0.05	1/2	5	13	_[b3]l_
:b:u:n	bud	N	1.0	0.05	3/4	-14	26	_bu[d_]
:s:I:N:k	sImp	N	1.6	0.5	3/5	-31	65	_sI[mp]I
:s:I:N:k	sIld	N	1.6	0.5	3/5	-28	35	_sI[ld]_
:b:u:l	b3l	N	1.0	0.05	3/4	5	8	_[b3]l_
:b:u:l	buk	N	1.05	0.1	3/4	-15	18	_b[uk]_
:b:l:V::_:@:n	blVS@n	N	2.6	0.1	7/8	-20	49	_blVS@[n]
:b:l:V::_:@:n	blVz@n	N	2.55	0.05	7/8	-25	61	_blV[z]@n
:s:E::v:@:R	sEb@R	N	1.75	0.2	6/7	54	94	_sE[b]@R_
:s:E::v:@:R	s{v@R	N	1.65	0.1	6/7	-115	146	_[s{]v@R_
:t:{::s:I:t	tEsIt	N	1.85	0.1	6/7	57	88	_[tE]sIt_
:t:{::s:I:t	t{sIn	N	1.9	0.15	6/7	-96	103	_t{sI[n_]
:m:{::n:I::Q:k	m{nIQm	N	2.7	0.4	8/9	-16	29	_m{nI[Qm]@
:m:{::n:I::Q:k	m{nITI	N	2.5	0.2	7/9	-11	26	_m{nI[TI]N
:_:u::d:5	_udu	N	1.8	-0.05	5/6	-11	16	__u[du]
:_:u::d:5	_udE	N	2.0	0.15	5/6	15	22	__u[dE]k
:f:l:i:t	flin	N	1.65	0.5	4/5	-4	5	_fli[n]
:f:l:i:t	flEt	N	1.3	0.15	4/5	-5	6	_fl[Et]_
:k:r:5:k	kr2d	N	1.55	0.3	3/5	-5	13	_kr[2d]_
:k:r:5:k	kr2s	N	1.45	0.2	3/5	-8	14	_kr[2s]
:n:V::l:@	n$l@	N	1.95	0.15	5/6	14	18	_n[_]l@_
:n:V::l:@	w3l@	N	1.85	0.05	2/3	28	85	_[w3]l@l
:k:r:5:m	kr5g	N	1.6	0.15	4/5	2	3	_kr5[gr]
:k:r:5:m	kr5b	N	1.6	0.15	4/5	3	3	_kr[5b]P
:f:l:i:s	flik	N	1.3	-0.35	4/5	4	5	_fli[k_]
:f:l:i:s	flip	N	1.55	-0.1	4/5	4	6	_fl[ip]r
:f:r:Q:s:t	frEst	N	1.6	-0.2	5/6	-9	15	_f[rE]st_
:f:r:Q:s:t	frElI	N	1.85	0.05	1/2	-18	43	_fr[El]In
:b:u:D	buk	N	1.05	-0.4	3/4	2	4	_b[uk]l
:b:u:D	buv	N	1.5	0.05	3/4	1	2	_b[uv]I
:p:I:l::J:@:d	pElJ@d	N	2.75	0.4	7/8	-15	27	_[pE]lJ@d_
:p:I:l::J:@:d	pIl@ld	N	2.65	0.3	3/4	30	62	_pIl[@]ld_
:n:i::Q:n	niQp	N	1.9	0.0	5/6	-4	7	_ni[Qp]_
:n:i::Q:n	niQt	N	1.85	-0.05	5/6	-7	12	_niQ[tj]
:p:i:k	p$d	N	1.0	0.05	1/2	-8	15	_p_[d_]
:p:i:k	pin	N	1.0	0.05	3/4	9	15	_p[in]_
:p:i:l	pin	N	1.0	0.05	3/4	-5	8	_p[in]_
:p:i:l	pid	N	1.0	0.05	3/4	-11	14	_pi[d_]
:k:r:E::t:I:n	krEtIt	N	2.1	-0.2	7/8	-3	5	_krEt[It]I
:k:r:E::t:I:n	kr@tIt	N	2.5	0.2	3/4	-42	62	_k[r@]tItI
:p:i:p	p$s	N	1.0	0.05	1/2	-4	10	_p_[s_]
:p:i:p	pif	N	1.15	0.2	3/4	-14	23	_p[if]
:{::n:5::d:2:n	{n5dVn	N	2.8	0.1	8/9	-2	4	_{n5[dV]n_
:{::n:5::d:2:n	{n5d1n	N	2.8	0.1	8/9	-3	6	_{n5[d1]n_
:p:i:s	pif	N	1.15	0.2	3/4	-7	12	_p[if]
:p:i:s	pi$	N	1.5	0.55	3/4	6	9	_pi[_]
:t:#::r:5	t#nj	N	1.95	0.15	2/3	-19	38	_t#[nj]@
:t:#::r:5	t#n$	N	1.95	0.15	2/3	-26	55	_t#[n_]
:I:n::s:2:z	Ins2l	N	1.75	-0.05	6/7	3	3	_Ins[2l]
:I:n::s:2:z	Insin	N	1.9	0.1	5/7	15	31	_Ins[in]I
:g:{::r:I::s:H	g{rIsl	N	2.6	0.1	8/9	-16	20	_g{rI[sl]_
:g:{::r:I::s:H	g{rIsQ	N	2.7	0.2	8/9	-11	21	_g{rI[sQ]
:p:i:J	pj#	N	1.85	0.9	1/2	-7	16	_p[j#]
:p:i:J	pim	N	1.15	0.2	3/4	7	10	_pi[mp]
:s:k:w:i::_:i	skwi_U	N	2.65	0.05	7/8	2	3	_skwi_[Um]
:s:k:w:i::_:i	skwi_d	N	2.4	-0.2	7/8	1	2	_skwi[_d]H
:_:#::g:@:n	S#z@n	N	2.35	0.45	5/7	-44	108	_S#[z@]n_
:_:#::g:@:n	S#g@n	N	1.9	0.0	6/7	-41	52	_[S]#g@n_
:s:k:{:l:p	sk{lt	N	1.85	0.0	5/6	1	2	_sk{[lt]{
:s:k:{:l:p	sk{ld	N	1.8	-0.05	5/6	-2	3	_sk{l[d]
:k:l:7:R	kl8R	N	1.65	-0.1	4/5	-1	2	_k[l8]R_
:k:l:7:R	kl3n	N	1.65	-0.1	3/5	-2	4	_kl[3n]z
:m:@::_:E:n::t:@	m@_Int@	N	3.2	0.4	9/10	-59	161	_m@_Int[@d]
:m:@::_:E:n::t:@	r@SInl$	N	4.0	1.2	1/2	111	547	_r@SIn[l]_l
:k:@::d:E:t	k@dit	N	2.25	0.4	6/7	-21	37	_k@[di]t_
:k:@::d:E:t	k@d{t	N	2.2	0.35	6/7	-29	54	_k@d[{t]_
:m:5::l:E:s:t	r5lEst	N	2.45	-0.15	7/8	-13	23	_[r]5lEst_
:m:5::l:E:s:t	r5l$st	N	2.75	0.15	3/4	-15	50	_r5l[_s]t_
:p:#::l:@::m:@:n:t	p#l@m@nI	N	3.15	0.45	10/11	-53	70	_p#l@m@n[I_]
:p:#::l:@::m:@:n:t	p#l@mIst	N	2.9	0.2	9/11	-39	67	_p#l@[mI]st_
:k:@:n::s:t:r:u	k@nstrQ	N	2.85	0.05	8/9	-4	6	_k@nstr[Qg]
:k:@:n::s:t:r:u	k@nstri	N	2.8	0.0	8/9	8	16	_k@nst[ri]_
:m:#::r:1	m#pQ	N	2.0	0.15	2/3	-15	39	_m#[p]Qn
:m:#::r:1	m#pj	N	2.0	0.15	2/3	-15	26	_m#[p]j9
:4:l	Z{	N	2.0	1.0	1/3	-13	33	_[Z]{p
:4:l	ZI	N	2.0	1.0	1/3	-13	26	_[Z]Ip
:b:U::l:I:t	r8lIt	N	1.9	0.25	5/7	-60	162	_[r]8lIt_
:b:U::l:I:t	r6lIt	N	1.95	0.3	5/7	-60	107	_[r]6lIt_
:m:I::m:E:n::t:5	mImEnti	N	2.75	0.1	9/10	-4	5	_mImEn[ti]
:m:I::m:E:n::t:5	mImEnt2	N	2.75	0.1	9/10	-8	15	_mImEnt[2_]
:m:{:g::m:@	ripnI	N	2.0	0.1	2/7	-63	307	_rip[n]I_
:m:{:g::m:@	ripm@	N	2.55	0.65	4/7	62	211	_ri[p]m@k
:p:{::l:@:R	pEl@R	N	1.45	-0.05	6/7	-77	108	_[pE]l@R_
:p:{::l:@:R	p{l@n	N	1.6	0.1	6/7	-169	267	_p{l[@n]
:n:E::b:j:U::l:@	wEbjUl@	N	2.9	0.2	9/10	23	24	_[w]EbjUl@_
:n:E::b:j:U::l:@	n{bjUl@	N	2.8	0.1	9/10	-31	40	_n[{]bjUl@_
:t:@::g:E::D:@:R	t@zED@R	N	2.8	0.05	9/10	16	28	_t@[zE]D@R_
:t:@::g:E::D:@:R	t@zEZ@R	N	3.05	0.3	4/5	16	46	_t@[zE]Z@R_
:d:I:m	dIN	N	1.0	0.05	3/4	24	34	_d[IN]k
:d:I:m	dIt	N	1.0	0.05	3/4	-61	122	_d[It]_
:_:u:s	_{s	N	1.35	-0.1	3/4	3	4	__[{s]_
:_:u:s	_Qf	N	1.5	0.05	1/2	-5	9	__Q[f]
:p:r:2:s	pr2p	N	1.45	0.0	4/5	-2	4	_pr[2p]r
:p:r:2:s	pr5v	N	1.5	0.05	3/5	4	7	_p[r5]vI
